Date,y1,y10,province
2017/12/1,3.24127145,3.838306347,Fujian
2018/1/1,3.699298086,3.866675933,Fujian
2018/2/1,3.492179406,3.885861639,Fujian
2018/3/1,3.511169433,3.896542153,Fujian
2018/4/1,3.192518465,3.920452074,Fujian
2018/5/1,3.236211822,3.933886584,Fujian
2018/6/1,2.900404482,3.884019819,Fujian
2018/7/1,2.600435604,3.884003174,Fujian
2018/8/1,2.795256258,3.926660922,Fujian
2018/9/1,2.845266054,3.932581385,Fujian
2018/10/1,3.394469137,3.975965589,Fujian
2018/11/1,3.356655203,3.991986955,Fujian
2018/12/1,2.889961301,4.053707428,Fujian
2019/1/1,2.717719596,4.056863373,Fujian
2019/2/1,2.740881662,3.971265575,Fujian
2019/3/1,2.799651281,3.921646719,Fujian
2019/4/1,2.808904172,3.883775371,Fujian
2019/5/1,2.94897204,3.705273841,Fujian
2019/6/1,3.182613406,3.714151123,Fujian
2019/7/1,3.141181227,3.724490267,Fujian
2019/8/1,2.979345088,3.665897068,Fujian
2019/9/1,2.996242106,3.645315175,Fujian
2019/10/1,3.031578155,3.644603476,Fujian
2019/11/1,3.08313619,3.66949244,Fujian
2019/12/1,3.100049909,3.678238073,Fujian
2020/1/1,3.074016659,3.659307916,Fujian
2020/2/1,3.024903202,3.605729012,Fujian
2020/3/1,2.845135484,3.561360184,Fujian
2020/4/1,2.787746725,3.561174493,Fujian
2020/5/1,2.632086494,3.528314788,Fujian
2020/6/1,2.495782527,3.463600976,Fujian
2020/7/1,2.590335578,3.460059312,Fujian
2020/8/1,3.139920966,3.367303854,Fujian
2020/9/1,2.837737969,3.502507236,Fujian
2020/10/1,2.881275445,3.557159005,Fujian
2020/11/1,2.860648768,3.565426611,Fujian
2020/12/1,2.799890777,3.56779215,Fujian
2021/1/1,2.808244529,3.580965885,Fujian
2021/2/1,2.802524597,3.585156626,Fujian
2021/3/1,2.796815795,3.562471329,Fujian
2021/4/1,3.014060911,3.547891955,Fujian
2021/5/1,3.133879485,3.594557773,Fujian
2021/6/1,3.179313256,3.581471459,Fujian
2021/7/1,3.149463942,3.594509704,Fujian
2021/8/1,3.065278001,3.542479765,Fujian
2021/9/1,2.984874514,3.513844617,Fujian
2021/10/1,2.922053529,3.490395927,Fujian
2021/11/1,2.87985946,3.473971666,Fujian
2021/12/1,2.862851801,3.46685534,Fujian
2022/1/1,2.794091201,3.443596289,Fujian
2022/2/1,2.773052745,3.378510288,Fujian
2022/3/1,2.747753959,3.362758592,Fujian
2022/4/1,2.547491252,3.336589651,Fujian
2022/5/1,2.521249274,3.311587616,Fujian
2022/6/1,2.478464812,3.296531724,Fujian
2022/7/1,2.492924005,3.265063564,Fujian
2022/8/1,2.418506503,3.257908513,Fujian
2022/9/1,2.443888809,3.220114528,Fujian
2022/10/1,2.397907322,3.211030321,Fujian
2022/11/1,2.381341121,3.196878907,Fujian
2022/12/1,2.44811504,3.193778749,Fujian
2015/10/1,2.216492674,3.558370138,Gansu
2015/11/1,2.453714857,3.599006036,Gansu
2015/12/1,2.280918077,3.730640442,Gansu
2016/1/1,2.32324749,3.708618215,Gansu
2016/2/1,2.389616803,3.635925472,Gansu
2016/3/1,2.411894939,3.622286991,Gansu
2016/4/1,2.917862092,3.566886098,Gansu
2016/5/1,2.764801861,3.615194132,Gansu
2016/6/1,2.497307295,3.536354142,Gansu
2016/7/1,3.507809015,3.568966407,Gansu
2016/8/1,3.335182641,3.544541997,Gansu
2016/9/1,2.634699456,3.387862656,Gansu
2016/10/1,2.532197305,3.421462651,Gansu
2016/11/1,2.591742578,3.469100315,Gansu
2016/12/1,2.659783823,3.483089864,Gansu
2017/1/1,3.009891339,3.541089198,Gansu
2017/2/1,2.823904795,3.640340561,Gansu
2017/3/1,2.855405668,3.602119084,Gansu
2017/4/1,2.823382328,3.635199593,Gansu
2017/5/1,2.838197292,3.646845587,Gansu
2017/6/1,2.856385074,3.690441769,Gansu
2017/7/1,2.933838171,3.744825695,Gansu
2017/8/1,3.32596704,3.740684804,Gansu
2017/9/1,3.68741067,3.71296948,Gansu
2017/10/1,2.966588472,3.841615459,Gansu
2017/11/1,2.683460858,3.903820097,Gansu
2017/12/1,2.315380427,3.933604397,Gansu
2018/1/1,2.321177721,3.945812233,Gansu
2018/2/1,2.456905479,3.930021091,Gansu
2018/3/1,2.550217931,3.892652879,Gansu
2018/4/1,2.755954344,3.9080808,Gansu
2018/5/1,2.471890788,3.88936614,Gansu
2018/6/1,2.444949516,3.916406733,Gansu
2018/7/1,2.501489564,3.978051561,Gansu
2018/8/1,2.580566389,3.977514182,Gansu
2018/9/1,2.458706952,3.94145508,Gansu
2018/10/1,2.374860741,3.965765736,Gansu
2018/11/1,2.194984481,3.965742495,Gansu
2018/12/1,2.175789914,3.927414935,Gansu
2019/1/1,2.207600493,3.926728327,Gansu
2019/2/1,2.221060852,3.871126964,Gansu
2019/3/1,2.251474526,3.835034147,Gansu
2019/4/1,2.289030923,3.818801031,Gansu
2019/5/1,2.687506103,3.596644593,Gansu
2019/6/1,2.651508331,3.724128854,Gansu
2019/7/1,2.649061498,3.765962125,Gansu
2019/8/1,2.662607825,3.734470712,Gansu
2019/9/1,2.508311306,3.732973073,Gansu
2019/10/1,2.878488251,3.700863218,Gansu
2019/11/1,2.976821252,3.660201981,Gansu
2019/12/1,3.174725134,3.634673471,Gansu
2020/1/1,3.169047623,3.605512827,Gansu
2020/2/1,3.166965866,3.581151772,Gansu
2020/3/1,3.178722544,3.559868347,Gansu
2020/4/1,3.012577491,3.510557243,Gansu
2020/5/1,2.760635437,3.518366914,Gansu
2020/6/1,2.730300962,3.489451944,Gansu
2020/7/1,2.713785241,3.499716401,Gansu
2020/8/1,2.707118645,3.492474542,Gansu
2020/9/1,2.720239188,3.518352107,Gansu
2020/10/1,2.901948321,3.54678604,Gansu
2020/11/1,2.951715543,3.541053558,Gansu
2020/12/1,3.131998084,3.589621152,Gansu
2021/1/1,3.166796988,3.598021345,Gansu
2021/2/1,3.144515026,3.600056309,Gansu
2021/3/1,2.990803237,3.587182113,Gansu
2021/4/1,2.877745945,3.561865952,Gansu
2021/5/1,2.953458993,3.546256802,Gansu
2021/6/1,3.030402991,3.564018551,Gansu
2021/7/1,2.892176986,3.582107172,Gansu
2021/8/1,2.792909196,3.542654748,Gansu
2021/9/1,2.595891527,3.533297588,Gansu
2021/10/1,2.522829469,3.524242496,Gansu
2021/11/1,2.483423232,3.515742839,Gansu
2021/12/1,2.436684495,3.488157847,Gansu
2022/1/1,2.453672532,3.447259923,Gansu
2022/2/1,2.376561244,3.423324114,Gansu
2022/3/1,2.353249973,3.413126497,Gansu
2022/4/1,2.291093993,3.422451804,Gansu
2022/5/1,2.29801924,3.416059488,Gansu
2022/6/1,2.365619711,3.377059784,Gansu
2022/7/1,2.398229941,3.322992567,Gansu
2022/8/1,2.330077849,3.323845907,Gansu
2022/9/1,2.356106752,3.303014581,Gansu
2022/10/1,2.32465001,3.290883223,Gansu
2022/11/1,2.251200896,3.277442466,Gansu
2022/12/1,2.193772778,3.278132937,Gansu
2015/7/1,3.184651074,3.516688236,Guangdong
2015/8/1,4.01657214,3.70324804,Guangdong
2015/9/1,3.306067824,3.648437611,Guangdong
2015/10/1,2.934058778,3.544028568,Guangdong
2015/11/1,3.753583895,3.505470024,Guangdong
2015/12/1,3.672572049,3.746774697,Guangdong
2016/1/1,4.364855971,3.726889304,Guangdong
2016/2/1,4.138415473,3.731485177,Guangdong
2016/3/1,4.245083745,3.62798919,Guangdong
2016/4/1,4.525781091,3.557673841,Guangdong
2016/5/1,4.547098838,3.546068982,Guangdong
2016/6/1,4.519987651,3.539568497,Guangdong
2016/7/1,4.479571555,3.510573183,Guangdong
2016/8/1,4.388361112,3.473869095,Guangdong
2016/9/1,2.556772644,3.374739585,Guangdong
2016/10/1,2.375912935,3.362072757,Guangdong
2016/11/1,2.386700866,3.355997387,Guangdong
2016/12/1,2.43301091,3.350510284,Guangdong
2017/1/1,3.232902589,3.422658541,Guangdong
2017/2/1,2.709067334,3.389962419,Guangdong
2017/3/1,2.95914865,3.442610977,Guangdong
2017/4/1,2.979912579,3.491798007,Guangdong
2017/5/1,3.104911367,3.529648798,Guangdong
2017/6/1,3.175322307,3.600345672,Guangdong
2017/7/1,3.248124703,3.601866741,Guangdong
2017/8/1,3.122438468,3.588362963,Guangdong
2017/9/1,3.267781437,3.60955258,Guangdong
2017/10/1,3.518498894,3.687025923,Guangdong
2017/11/1,4.20335297,3.756059394,Guangdong
2017/12/1,4.188380986,3.766378089,Guangdong
2018/1/1,3.917999093,3.709685981,Guangdong
2018/2/1,3.668580922,3.728543531,Guangdong
2018/3/1,3.59985218,3.717482328,Guangdong
2018/4/1,3.79114518,3.812334928,Guangdong
2018/5/1,3.888203052,3.815524605,Guangdong
2018/6/1,3.554865682,3.801909849,Guangdong
2018/7/1,2.866686167,3.768628635,Guangdong
2018/8/1,2.957784201,3.805023463,Guangdong
2018/9/1,2.984600586,3.82351032,Guangdong
2018/10/1,3.035915489,3.841294052,Guangdong
2018/11/1,3.092250443,3.815530975,Guangdong
2018/12/1,3.752802333,3.839083835,Guangdong
2019/1/1,3.864835781,3.826412392,Guangdong
2019/2/1,3.667702507,3.742403653,Guangdong
2019/3/1,3.77664755,3.741291035,Guangdong
2019/4/1,3.742516595,3.769671795,Guangdong
2019/5/1,3.273289877,3.703908652,Guangdong
2019/6/1,3.286391064,3.691739464,Guangdong
2019/7/1,3.255859096,3.671776252,Guangdong
2019/8/1,3.165153801,3.658894178,Guangdong
2019/9/1,3.215484639,3.641579888,Guangdong
2019/10/1,3.20783249,3.665068928,Guangdong
2019/11/1,3.158448032,3.648602492,Guangdong
2019/12/1,3.078242428,3.619283301,Guangdong
2020/1/1,2.991103544,3.574471461,Guangdong
2020/2/1,2.956751935,3.523402942,Guangdong
2020/3/1,2.857176271,3.494437192,Guangdong
2020/4/1,2.929865491,3.438453421,Guangdong
2020/5/1,2.729759522,3.42460371,Guangdong
2020/6/1,2.62062887,3.418168863,Guangdong
2020/7/1,2.649626671,3.410155892,Guangdong
2020/8/1,2.596648556,3.418752848,Guangdong
2020/9/1,2.616459587,3.477473733,Guangdong
2020/10/1,2.938325076,3.536181839,Guangdong
2020/11/1,3.153467705,3.552984949,Guangdong
2020/12/1,3.218841357,3.565892799,Guangdong
2021/1/1,3.284464519,3.575803301,Guangdong
2021/2/1,3.246383477,3.568516164,Guangdong
2021/3/1,2.97624328,3.545280377,Guangdong
2021/4/1,2.980301905,3.534331123,Guangdong
2021/5/1,3.192623698,3.581471379,Guangdong
2021/6/1,3.141277621,3.570292777,Guangdong
2021/7/1,3.072800718,3.548101779,Guangdong
2021/8/1,2.973485747,3.485160377,Guangdong
2021/9/1,2.894658643,3.451689233,Guangdong
2021/10/1,2.928556228,3.46248058,Guangdong
2021/11/1,2.902568397,3.446374624,Guangdong
2021/12/1,2.786056094,3.416498448,Guangdong
2022/1/1,2.589145025,3.353522324,Guangdong
2022/2/1,2.448298848,3.277613703,Guangdong
2022/3/1,2.383752652,3.286430127,Guangdong
2022/4/1,2.39119997,3.246009665,Guangdong
2022/5/1,2.35559203,3.216725509,Guangdong
2022/6/1,2.299026588,3.196264027,Guangdong
2022/7/1,2.247900071,3.190547727,Guangdong
2022/8/1,2.148972098,3.202057617,Guangdong
2022/9/1,2.071288023,3.1814268,Guangdong
2022/10/1,2.08247482,3.150572205,Guangdong
2022/11/1,1.937430632,3.144298643,Guangdong
2022/12/1,2.046283885,3.16982162,Guangdong
2015/9/1,2.178227175,3.638235571,Guangxi
2015/10/1,2.17671073,3.660807914,Guangxi
2015/11/1,2.207095579,3.707004401,Guangxi
2015/12/1,2.399510119,3.853275513,Guangxi
2016/1/1,2.27555261,3.780287005,Guangxi
2016/2/1,2.314877246,3.750896364,Guangxi
2016/3/1,2.325581167,3.718870236,Guangxi
2016/4/1,2.332140269,3.461982342,Guangxi
2016/5/1,2.311899756,3.461436206,Guangxi
2016/6/1,2.344651033,3.436032536,Guangxi
2016/7/1,2.455616585,3.428472275,Guangxi
2016/8/1,2.401974779,3.417775274,Guangxi
2016/9/1,2.406272121,3.32412148,Guangxi
2016/10/1,2.437687666,3.282015165,Guangxi
2016/11/1,2.41387558,3.243655194,Guangxi
2016/12/1,2.41428298,3.243240617,Guangxi
2017/1/1,2.451510799,3.255148526,Guangxi
2017/2/1,2.514939801,3.275669149,Guangxi
2017/3/1,2.796042537,3.388336245,Guangxi
2017/4/1,2.808215424,3.489081268,Guangxi
2017/5/1,2.990638157,3.53245725,Guangxi
2017/6/1,3.346823646,3.511074896,Guangxi
2017/7/1,3.567477197,3.563981055,Guangxi
2017/8/1,3.883456781,3.599652341,Guangxi
2017/9/1,3.155494655,3.618204145,Guangxi
2017/10/1,2.56986233,3.62379078,Guangxi
2017/11/1,2.62704506,3.740919219,Guangxi
2017/12/1,2.599190238,3.736496057,Guangxi
2018/1/1,2.982997383,3.770749377,Guangxi
2018/2/1,3.028374858,3.791971942,Guangxi
2018/3/1,3.117985075,3.81524293,Guangxi
2018/4/1,3.212803543,3.832693871,Guangxi
2018/5/1,3.308766899,3.830582129,Guangxi
2018/6/1,2.550705084,3.781321288,Guangxi
2018/7/1,2.607201697,3.808827021,Guangxi
2018/8/1,2.660946715,3.8367978,Guangxi
2018/9/1,2.847952623,3.920375656,Guangxi
2018/10/1,2.874641719,3.908349769,Guangxi
2018/11/1,3.310725806,3.941206201,Guangxi
2018/12/1,3.434501409,3.964466555,Guangxi
2019/1/1,2.993723584,3.875741962,Guangxi
2019/2/1,2.719394945,3.81052372,Guangxi
2019/3/1,2.743185648,3.781439951,Guangxi
2019/4/1,2.725027001,3.772216278,Guangxi
2019/5/1,2.801913963,3.54923473,Guangxi
2019/6/1,2.862184929,3.712421343,Guangxi
2019/7/1,2.928660887,3.799177377,Guangxi
2019/8/1,2.918620243,3.74091512,Guangxi
2019/9/1,2.882983731,3.782493674,Guangxi
2019/10/1,2.863892552,3.793578197,Guangxi
2019/11/1,2.956812951,3.782230661,Guangxi
2019/12/1,2.96133625,3.762996686,Guangxi
2020/1/1,2.862605605,3.751127587,Guangxi
2020/2/1,2.823768429,3.725904358,Guangxi
2020/3/1,2.782318223,3.648753947,Guangxi
2020/4/1,2.738844019,3.594110319,Guangxi
2020/5/1,2.680747013,3.527690968,Guangxi
2020/6/1,2.698268318,3.528151811,Guangxi
2020/7/1,2.712676054,3.55000637,Guangxi
2020/8/1,2.565854281,3.567873957,Guangxi
2020/9/1,2.700979444,3.554008929,Guangxi
2020/10/1,2.780093828,3.584696238,Guangxi
2020/11/1,2.855372736,3.585842224,Guangxi
2020/12/1,2.900434032,3.587529798,Guangxi
2021/1/1,2.846796806,3.593617617,Guangxi
2021/2/1,2.828062825,3.590079555,Guangxi
2021/3/1,2.866038708,3.562287077,Guangxi
2021/4/1,2.995797378,3.502407287,Guangxi
2021/5/1,2.988761768,3.585597935,Guangxi
2021/6/1,2.970148902,3.577100003,Guangxi
2021/7/1,2.982623293,3.492446766,Guangxi
2021/8/1,2.949908962,3.464561176,Guangxi
2021/9/1,2.91108479,3.440516941,Guangxi
2021/10/1,2.874771258,3.465580191,Guangxi
2021/11/1,2.908021435,3.397382606,Guangxi
2021/12/1,2.972757518,3.437248852,Guangxi
2022/1/1,2.936378519,3.458559593,Guangxi
2022/2/1,2.976843787,3.374987288,Guangxi
2022/3/1,2.976851016,3.34593199,Guangxi
2022/4/1,2.967135202,3.395652262,Guangxi
2022/5/1,2.970079694,3.326340933,Guangxi
2022/6/1,2.883229099,3.363130224,Guangxi
2022/7/1,2.775390836,3.344771783,Guangxi
2022/8/1,2.640298607,3.320921695,Guangxi
2022/9/1,2.650094838,3.270481085,Guangxi
2022/10/1,2.654025702,3.239088009,Guangxi
2022/11/1,2.658617192,3.223424525,Guangxi
2022/12/1,2.640779697,3.24109657,Guangxi
2015/9/1,2.17821128,3.701705454,Guizhou
2015/10/1,2.010396884,3.739713297,Guizhou
2015/11/1,2.186969384,3.699017751,Guizhou
2015/12/1,2.38723522,3.624276611,Guizhou
2016/1/1,2.314454781,3.618634129,Guizhou
2016/2/1,2.342369195,3.586887436,Guizhou
2016/3/1,2.342651699,3.604564146,Guizhou
2016/4/1,2.320911789,3.534467512,Guizhou
2016/5/1,2.316368321,3.499954344,Guizhou
2016/6/1,2.363611468,3.465818488,Guizhou
2016/7/1,2.353796947,3.460243694,Guizhou
2016/8/1,2.312298505,3.456170153,Guizhou
2016/9/1,2.316558852,3.415296553,Guizhou
2016/10/1,2.312347018,3.407641426,Guizhou
2016/11/1,2.324861865,3.325023671,Guizhou
2016/12/1,2.380220472,3.289102339,Guizhou
2017/1/1,3.034463267,3.349846113,Guizhou
2017/2/1,3.328225043,3.427755419,Guizhou
2017/3/1,3.260205975,3.452603254,Guizhou
2017/4/1,3.067352342,3.451129833,Guizhou
2017/5/1,2.984261207,3.484198697,Guizhou
2017/6/1,3.117607199,3.569105123,Guizhou
2017/7/1,3.557767791,3.649999355,Guizhou
2017/8/1,3.286597968,3.734501575,Guizhou
2017/9/1,3.189456649,3.758078789,Guizhou
2017/10/1,3.295761121,3.793039159,Guizhou
2017/11/1,2.649707251,3.744110238,Guizhou
2017/12/1,2.460163955,3.699176615,Guizhou
2018/1/1,2.408171454,3.694913843,Guizhou
2018/2/1,2.433559976,3.705800242,Guizhou
2018/3/1,2.620164846,3.737584044,Guizhou
2018/4/1,2.780113145,3.783460458,Guizhou
2018/5/1,2.629094803,3.80797666,Guizhou
2018/6/1,2.778953137,3.859933335,Guizhou
2018/7/1,2.7676093,3.901846395,Guizhou
2018/8/1,2.755279039,3.940592463,Guizhou
2018/9/1,3.029151367,4.149053819,Guizhou
2018/10/1,2.907933425,3.951923163,Guizhou
2018/11/1,3.249999594,4.086804267,Guizhou
2018/12/1,3.604305838,3.999896412,Guizhou
2019/1/1,3.901857586,3.941712126,Guizhou
2019/2/1,3.973627528,3.930275891,Guizhou
2019/3/1,3.869050635,3.940114814,Guizhou
2019/4/1,3.646357383,3.947548885,Guizhou
2019/5/1,3.065325167,3.828066856,Guizhou
2019/6/1,3.128823825,3.861909064,Guizhou
2019/7/1,3.204976843,3.870329897,Guizhou
2019/8/1,3.15383902,3.852971499,Guizhou
